method,transform,stage,seed,success,invariance_gap,passes_audit
encoder_equivariance,object_identity_swap,action,29,0.5995,0.1324,0
encoder_equivariance,object_identity_swap,action,30,0.6127,0.1244,0
encoder_equivariance,object_identity_swap,action,31,0.6293,0.1022,1
encoder_equivariance,object_identity_swap,action,32,0.6466,0.0887,1
encoder_equivariance,object_identity_swap,action,33,0.6305,0.1189,1
encoder_equivariance,object_identity_swap,action,34,0.6393,0.0863,1
encoder_equivariance,object_identity_swap,action,35,0.6448,0.0739,1
encoder_equivariance,object_identity_swap,action,36,0.5835,0.1420,0
encoder_equivariance,object_identity_swap,action,37,0.6002,0.1246,0
encoder_equivariance,object_identity_swap,action,38,0.6441,0.0927,1
encoder_equivariance,object_identity_swap,action,39,0.6607,0.0587,1
encoder_equivariance,object_identity_swap,closed_loop,0,0.6058,0.0637,1
encoder_equivariance,object_identity_swap,closed_loop,1,0.5570,0.1175,1
encoder_equivariance,object_identity_swap,closed_loop,2,0.5609,0.0954,1
encoder_equivariance,object_identity_swap,closed_loop,3,0.5746,0.1108,1
encoder_equivariance,object_identity_swap,closed_loop,4,0.5564,0.1238,0
encoder_equivariance,object_identity_swap,closed_loop,5,0.6275,0.0364,1
encoder_equivariance,object_identity_swap,closed_loop,6,0.5793,0.0737,1
encoder_equivariance,object_identity_swap,closed_loop,7,0.5307,0.1447,0
encoder_equivariance,object_identity_swap,closed_loop,8,0.5241,0.1395,0
encoder_equivariance,object_identity_swap,closed_loop,9,0.6044,0.0702,1
encoder_equivariance,object_identity_swap,closed_loop,10,0.5720,0.1015,1
encoder_equivariance,object_identity_swap,closed_loop,11,0.5175,0.1626,0
encoder_equivariance,object_identity_swap,closed_loop,12,0.6223,0.0319,1
encoder_equivariance,object_identity_swap,closed_loop,13,0.6065,0.0761,1
encoder_equivariance,object_identity_swap,closed_loop,14,0.5554,0.1218,0
encoder_equivariance,object_identity_swap,closed_loop,15,0.5492,0.1361,0
encoder_equivariance,object_identity_swap,closed_loop,16,0.5518,0.1387,0
encoder_equivariance,object_identity_swap,closed_loop,17,0.5628,0.0849,1
encoder_equivariance,object_identity_swap,closed_loop,18,0.6271,0.0481,1
encoder_equivariance,object_identity_swap,closed_loop,19,0.6006,0.0613,1
encoder_equivariance,object_identity_swap,closed_loop,20,0.5422,0.1212,0
encoder_equivariance,object_identity_swap,closed_loop,21,0.6113,0.0602,1
encoder_equivariance,object_identity_swap,closed_loop,22,0.5504,0.1369,0
encoder_equivariance,object_identity_swap,closed_loop,23,0.5540,0.1207,0
encoder_equivariance,object_identity_swap,closed_loop,24,0.6076,0.0552,1
encoder_equivariance,object_identity_swap,closed_loop,25,0.5277,0.1361,0
encoder_equivariance,object_identity_swap,closed_loop,26,0.5856,0.0944,1
encoder_equivariance,object_identity_swap,closed_loop,27,0.5595,0.1172,1
encoder_equivariance,object_identity_swap,closed_loop,28,0.5916,0.0833,1
encoder_equivariance,object_identity_swap,closed_loop,29,0.5619,0.1025,1
encoder_equivariance,object_identity_swap,closed_loop,30,0.5393,0.1365,0
encoder_equivariance,object_identity_swap,closed_loop,31,0.5935,0.0634,1
encoder_equivariance,object_identity_swap,closed_loop,32,0.6057,0.0604,1
encoder_equivariance,object_identity_swap,closed_loop,33,0.6067,0.0765,1
encoder_equivariance,object_identity_swap,closed_loop,34,0.5377,0.1245,0
encoder_equivariance,object_identity_swap,closed_loop,35,0.5472,0.1203,0
encoder_equivariance,object_identity_swap,closed_loop,36,0.5493,0.0936,1
encoder_equivariance,object_identity_swap,closed_loop,37,0.5898,0.0861,1
encoder_equivariance,object_identity_swap,closed_loop,38,0.5770,0.1066,1
encoder_equivariance,object_identity_swap,closed_loop,39,0.5811,0.0827,1
encoder_equivariance,contact_frame_swap,perception,0,0.7062,0.2059,0
encoder_equivariance,contact_frame_swap,perception,1,0.7433,0.1835,0
encoder_equivariance,contact_frame_swap,perception,2,0.6772,0.2600,0
encoder_equivariance,contact_frame_swap,perception,3,0.7167,0.2048,0
encoder_equivariance,contact_frame_swap,perception,4,0.7786,0.1454,0
encoder_equivariance,contact_frame_swap,perception,5,0.7004,0.2137,0
encoder_equivariance,contact_frame_swap,perception,6,0.6851,0.2307,0
encoder_equivariance,contact_frame_swap,perception,7,0.7249,0.2184,0
encoder_equivariance,contact_frame_swap,perception,8,0.7432,0.1864,0
encoder_equivariance,contact_frame_swap,perception,9,0.7313,0.2035,0
encoder_equivariance,contact_frame_swap,perception,10,0.7168,0.1984,0
encoder_equivariance,contact_frame_swap,perception,11,0.7211,0.1937,0
encoder_equivariance,contact_frame_swap,perception,12,0.7370,0.1751,0
encoder_equivariance,contact_frame_swap,perception,13,0.7500,0.1621,0
encoder_equivariance,contact_frame_swap,perception,14,0.7317,0.2006,0
encoder_equivariance,contact_frame_swap,perception,15,0.7084,0.2024,0
encoder_equivariance,contact_frame_swap,perception,16,0.7445,0.1738,0
encoder_equivariance,contact_frame_swap,perception,17,0.7301,0.1873,0
encoder_equivariance,contact_frame_swap,perception,18,0.7553,0.1767,0
encoder_equivariance,contact_frame_swap,perception,19,0.7372,0.1853,0
encoder_equivariance,contact_frame_swap,perception,20,0.7274,0.1892,0
encoder_equivariance,contact_frame_swap,perception,21,0.7205,0.2011,0
encoder_equivariance,contact_frame_swap,perception,22,0.7319,0.1741,0
encoder_equivariance,contact_frame_swap,perception,23,0.7367,0.2014,0
encoder_equivariance,contact_frame_swap,perception,24,0.7187,0.1944,0
encoder_equivariance,contact_frame_swap,perception,25,0.7340,0.1727,0
encoder_equivariance,contact_frame_swap,perception,26,0.7090,0.2051,0
encoder_equivariance,contact_frame_swap,perception,27,0.6558,0.2805,0
encoder_equivariance,contact_frame_swap,perception,28,0.7255,0.1959,0
encoder_equivariance,contact_frame_swap,perception,29,0.7037,0.2081,0
encoder_equivariance,contact_frame_swap,perception,30,0.7564,0.1795,0
encoder_equivariance,contact_frame_swap,perception,31,0.6865,0.2362,0
encoder_equivariance,contact_frame_swap,perception,32,0.7029,0.2195,0
encoder_equivariance,contact_frame_swap,perception,33,0.7151,0.2062,0
encoder_equivariance,contact_frame_swap,perception,34,0.7253,0.1853,0
encoder_equivariance,contact_frame_swap,perception,35,0.7531,0.1612,0
encoder_equivariance,contact_frame_swap,perception,36,0.6992,0.2323,0
encoder_equivariance,contact_frame_swap,perception,37,0.7595,0.1568,0
encoder_equivariance,contact_frame_swap,perception,38,0.6899,0.2227,0
encoder_equivariance,contact_frame_swap,perception,39,0.7164,0.1973,0
encoder_equivariance,contact_frame_swap,latent_memory,0,0.5931,0.2383,0
encoder_equivariance,contact_frame_swap,latent_memory,1,0.6092,0.2345,0
encoder_equivariance,contact_frame_swap,latent_memory,2,0.6099,0.2094,0
encoder_equivariance,contact_frame_swap,latent_memory,3,0.6407,0.1828,0
encoder_equivariance,contact_frame_swap,latent_memory,4,0.6186,0.2150,0
encoder_equivariance,contact_frame_swap,latent_memory,5,0.6164,0.2163,0
encoder_equivariance,contact_frame_swap,latent_memory,6,0.6236,0.2049,0
encoder_equivariance,contact_frame_swap,latent_memory,7,0.6213,0.2006,0
encoder_equivariance,contact_frame_swap,latent_memory,8,0.5639,0.2691,0
encoder_equivariance,contact_frame_swap,latent_memory,9,0.6278,0.2129,0
encoder_equivariance,contact_frame_swap,latent_memory,10,0.6259,0.1964,0
encoder_equivariance,contact_frame_swap,latent_memory,11,0.6129,0.2229,0
encoder_equivariance,contact_frame_swap,latent_memory,12,0.6378,0.1812,0
encoder_equivariance,contact_frame_swap,latent_memory,13,0.6412,0.1591,0
encoder_equivariance,contact_frame_swap,latent_memory,14,0.6144,0.1962,0
encoder_equivariance,contact_frame_swap,latent_memory,15,0.6062,0.2301,0
encoder_equivariance,contact_frame_swap,latent_memory,16,0.6087,0.2219,0
encoder_equivariance,contact_frame_swap,latent_memory,17,0.6697,0.1611,0
encoder_equivariance,contact_frame_swap,latent_memory,18,0.6389,0.2045,0
encoder_equivariance,contact_frame_swap,latent_memory,19,0.6248,0.2083,0
encoder_equivariance,contact_frame_swap,latent_memory,20,0.6432,0.1973,0
encoder_equivariance,contact_frame_swap,latent_memory,21,0.6392,0.1934,0
encoder_equivariance,contact_frame_swap,latent_memory,22,0.6550,0.1773,0
encoder_equivariance,contact_frame_swap,latent_memory,23,0.5818,0.2268,0
encoder_equivariance,contact_frame_swap,latent_memory,24,0.6010,0.2210,0
encoder_equivariance,contact_frame_swap,latent_memory,25,0.6473,0.1830,0
encoder_equivariance,contact_frame_swap,latent_memory,26,0.5982,0.2331,0
encoder_equivariance,contact_frame_swap,latent_memory,27,0.5838,0.2241,0
encoder_equivariance,contact_frame_swap,latent_memory,28,0.6313,0.2100,0
encoder_equivariance,contact_frame_swap,latent_memory,29,0.6243,0.2153,0
encoder_equivariance,contact_frame_swap,latent_memory,30,0.6611,0.1755,0
encoder_equivariance,contact_frame_swap,latent_memory,31,0.6198,0.1993,0
encoder_equivariance,contact_frame_swap,latent_memory,32,0.6114,0.2256,0
encoder_equivariance,contact_frame_swap,latent_memory,33,0.6458,0.1882,0
encoder_equivariance,contact_frame_swap,latent_memory,34,0.5888,0.2356,0
encoder_equivariance,contact_frame_swap,latent_memory,35,0.6078,0.2376,0
encoder_equivariance,contact_frame_swap,latent_memory,36,0.6126,0.2167,0
encoder_equivariance,contact_frame_swap,latent_memory,37,0.6736,0.1512,0
encoder_equivariance,contact_frame_swap,latent_memory,38,0.6578,0.1720,0
encoder_equivariance,contact_frame_swap,latent_memory,39,0.6454,0.1920,0
encoder_equivariance,contact_frame_swap,action,0,0.5388,0.2008,0
encoder_equivariance,contact_frame_swap,action,1,0.4982,0.2249,0
encoder_equivariance,contact_frame_swap,action,2,0.4998,0.2237,0
encoder_equivariance,contact_frame_swap,action,3,0.5857,0.1384,0
encoder_equivariance,contact_frame_swap,action,4,0.5491,0.1770,0
encoder_equivariance,contact_frame_swap,action,5,0.5361,0.1842,0
encoder_equivariance,contact_frame_swap,action,6,0.5238,0.2057,0
encoder_equivariance,contact_frame_swap,action,7,0.5302,0.2097,0
encoder_equivariance,contact_frame_swap,action,8,0.4700,0.2693,0
encoder_equivariance,contact_frame_swap,action,9,0.5501,0.1787,0
encoder_equivariance,contact_frame_swap,action,10,0.5175,0.1839,0
encoder_equivariance,contact_frame_swap,action,11,0.5100,0.2065,0
encoder_equivariance,contact_frame_swap,action,12,0.5599,0.1585,0
encoder_equivariance,contact_frame_swap,action,13,0.5098,0.2136,0
encoder_equivariance,contact_frame_swap,action,14,0.5415,0.1855,0
encoder_equivariance,contact_frame_swap,action,15,0.5157,0.2018,0
encoder_equivariance,contact_frame_swap,action,16,0.5324,0.1988,0
encoder_equivariance,contact_frame_swap,action,17,0.5087,0.2054,0
encoder_equivariance,contact_frame_swap,action,18,0.5501,0.1741,0
encoder_equivariance,contact_frame_swap,action,19,0.4979,0.2316,0
encoder_equivariance,contact_frame_swap,action,20,0.5223,0.2084,0
encoder_equivariance,contact_frame_swap,action,21,0.5608,0.1725,0
encoder_equivariance,contact_frame_swap,action,22,0.5299,0.1978,0
encoder_equivariance,contact_frame_swap,action,23,0.5152,0.2183,0
encoder_equivariance,contact_frame_swap,action,24,0.5567,0.1830,0
encoder_equivariance,contact_frame_swap,action,25,0.4917,0.2463,0
encoder_equivariance,contact_frame_swap,action,26,0.5177,0.2340,0
encoder_equivariance,contact_frame_swap,action,27,0.5517,0.1724,0
encoder_equivariance,contact_frame_swap,action,28,0.5365,0.1992,0
encoder_equivariance,contact_frame_swap,action,29,0.5257,0.1960,0
encoder_equivariance,contact_frame_swap,action,30,0.5177,0.2114,0
encoder_equivariance,contact_frame_swap,action,31,0.5204,0.2208,0
encoder_equivariance,contact_frame_swap,action,32,0.5380,0.1924,0
encoder_equivariance,contact_frame_swap,action,33,0.4966,0.2467,0
encoder_equivariance,contact_frame_swap,action,34,0.4775,0.2680,0
encoder_equivariance,contact_frame_swap,action,35,0.5850,0.1478,0
encoder_equivariance,contact_frame_swap,action,36,0.5052,0.2367,0
encoder_equivariance,contact_frame_swap,action,37,0.5298,0.1908,0
encoder_equivariance,contact_frame_swap,action,38,0.5240,0.1932,0
encoder_equivariance,contact_frame_swap,action,39,0.5576,0.1671,0
encoder_equivariance,contact_frame_swap,closed_loop,0,0.4878,0.1632,0
encoder_equivariance,contact_frame_swap,closed_loop,1,0.4741,0.1905,0
encoder_equivariance,contact_frame_swap,closed_loop,2,0.4453,0.2240,0
encoder_equivariance,contact_frame_swap,closed_loop,3,0.4907,0.1782,0
encoder_equivariance,contact_frame_swap,closed_loop,4,0.4838,0.1823,0
encoder_equivariance,contact_frame_swap,closed_loop,5,0.4594,0.2196,0
encoder_equivariance,contact_frame_swap,closed_loop,6,0.5144,0.1630,0
encoder_equivariance,contact_frame_swap,closed_loop,7,0.4596,0.2044,0
encoder_equivariance,contact_frame_swap,closed_loop,8,0.4842,0.1998,0
encoder_equivariance,contact_frame_swap,closed_loop,9,0.4765,0.1934,0
encoder_equivariance,contact_frame_swap,closed_loop,10,0.4353,0.2338,0
encoder_equivariance,contact_frame_swap,closed_loop,11,0.4708,0.2032,0
encoder_equivariance,contact_frame_swap,closed_loop,12,0.4882,0.1854,0
encoder_equivariance,contact_frame_swap,closed_loop,13,0.4104,0.2674,0
encoder_equivariance,contact_frame_swap,closed_loop,14,0.4635,0.2091,0
encoder_equivariance,contact_frame_swap,closed_loop,15,0.4711,0.2095,0
encoder_equivariance,contact_frame_swap,closed_loop,16,0.4556,0.2304,0
encoder_equivariance,contact_frame_swap,closed_loop,17,0.4604,0.2077,0
encoder_equivariance,contact_frame_swap,closed_loop,18,0.4169,0.2471,0
encoder_equivariance,contact_frame_swap,closed_loop,19,0.4760,0.1938,0
encoder_equivariance,contact_frame_swap,closed_loop,20,0.4992,0.1732,0
encoder_equivariance,contact_frame_swap,closed_loop,21,0.4317,0.2607,0
encoder_equivariance,contact_frame_swap,closed_loop,22,0.4838,0.1806,0
encoder_equivariance,contact_frame_swap,closed_loop,23,0.4870,0.1987,0
encoder_equivariance,contact_frame_swap,closed_loop,24,0.4851,0.1862,0
encoder_equivariance,contact_frame_swap,closed_loop,25,0.4737,0.1901,0
encoder_equivariance,contact_frame_swap,closed_loop,26,0.4702,0.1866,0
encoder_equivariance,contact_frame_swap,closed_loop,27,0.4582,0.2264,0
encoder_equivariance,contact_frame_swap,closed_loop,28,0.4303,0.2401,0
encoder_equivariance,contact_frame_swap,closed_loop,29,0.4665,0.2049,0
encoder_equivariance,contact_frame_swap,closed_loop,30,0.4546,0.2308,0
encoder_equivariance,contact_frame_swap,closed_loop,31,0.4743,0.2015,0
encoder_equivariance,contact_frame_swap,closed_loop,32,0.4981,0.1632,0
encoder_equivariance,contact_frame_swap,closed_loop,33,0.5036,0.1713,0
encoder_equivariance,contact_frame_swap,closed_loop,34,0.4930,0.1815,0
encoder_equivariance,contact_frame_swap,closed_loop,35,0.4822,0.1859,0
encoder_equivariance,contact_frame_swap,closed_loop,36,0.4684,0.2134,0
encoder_equivariance,contact_frame_swap,closed_loop,37,0.4831,0.1700,0
encoder_equivariance,contact_frame_swap,closed_loop,38,0.4713,0.1987,0
encoder_equivariance,contact_frame_swap,closed_loop,39,0.4579,0.2151,0
encoder_equivariance,kinematic_relabel,perception,0,0.7468,0.1534,0
encoder_equivariance,kinematic_relabel,perception,1,0.7232,0.2083,0
encoder_equivariance,kinematic_relabel,perception,2,0.8117,0.1158,1
encoder_equivariance,kinematic_relabel,perception,3,0.7843,0.1435,0
encoder_equivariance,kinematic_relabel,perception,4,0.7673,0.1628,0
encoder_equivariance,kinematic_relabel,perception,5,0.7543,0.1695,0
encoder_equivariance,kinematic_relabel,perception,6,0.7879,0.1315,0
encoder_equivariance,kinematic_relabel,perception,7,0.7835,0.1197,1
encoder_equivariance,kinematic_relabel,perception,8,0.8081,0.0906,1
encoder_equivariance,kinematic_relabel,perception,9,0.7166,0.1802,0
encoder_equivariance,kinematic_relabel,perception,10,0.7972,0.1100,1
encoder_equivariance,kinematic_relabel,perception,11,0.7684,0.1500,0
encoder_equivariance,kinematic_relabel,perception,12,0.8261,0.1022,1
encoder_equivariance,kinematic_relabel,perception,13,0.7684,0.1614,0
encoder_equivariance,kinematic_relabel,perception,14,0.8278,0.0970,1
encoder_equivariance,kinematic_relabel,perception,15,0.8162,0.1163,1
encoder_equivariance,kinematic_relabel,perception,16,0.7499,0.1800,0
encoder_equivariance,kinematic_relabel,perception,17,0.7936,0.1394,0
encoder_equivariance,kinematic_relabel,perception,18,0.7966,0.1388,0
encoder_equivariance,kinematic_relabel,perception,19,0.7681,0.1420,0
encoder_equivariance,kinematic_relabel,perception,20,0.7859,0.1418,0
encoder_equivariance,kinematic_relabel,perception,21,0.7903,0.1301,0
encoder_equivariance,kinematic_relabel,perception,22,0.7749,0.1350,0
encoder_equivariance,kinematic_relabel,perception,23,0.7785,0.1508,0
encoder_equivariance,kinematic_relabel,perception,24,0.7435,0.1724,0
encoder_equivariance,kinematic_relabel,perception,25,0.7789,0.1458,0
encoder_equivariance,kinematic_relabel,perception,26,0.7729,0.1330,0
encoder_equivariance,kinematic_relabel,perception,27,0.7684,0.1565,0
encoder_equivariance,kinematic_relabel,perception,28,0.7915,0.1113,1
encoder_equivariance,kinematic_relabel,perception,29,0.7419,0.1740,0
encoder_equivariance,kinematic_relabel,perception,30,0.8027,0.1100,1
encoder_equivariance,kinematic_relabel,perception,31,0.7569,0.1647,0
encoder_equivariance,kinematic_relabel,perception,32,0.7950,0.1229,0
encoder_equivariance,kinematic_relabel,perception,33,0.7670,0.1306,0
encoder_equivariance,kinematic_relabel,perception,34,0.8351,0.0772,1
encoder_equivariance,kinematic_relabel,perception,35,0.7609,0.1608,0
encoder_equivariance,kinematic_relabel,perception,36,0.8152,0.1176,1
encoder_equivariance,kinematic_relabel,perception,37,0.7934,0.1411,0
encoder_equivariance,kinematic_relabel,perception,38,0.7203,0.1931,0
encoder_equivariance,kinematic_relabel,perception,39,0.7957,0.1379,0
encoder_equivariance,kinematic_relabel,latent_memory,0,0.6542,0.1752,0
encoder_equivariance,kinematic_relabel,latent_memory,1,0.6419,0.1929,0
encoder_equivariance,kinematic_relabel,latent_memory,2,0.6753,0.1653,0
encoder_equivariance,kinematic_relabel,latent_memory,3,0.6827,0.1516,0
encoder_equivariance,kinematic_relabel,latent_memory,4,0.6711,0.1735,0
encoder_equivariance,kinematic_relabel,latent_memory,5,0.6637,0.1663,0
encoder_equivariance,kinematic_relabel,latent_memory,6,0.6525,0.1938,0
encoder_equivariance,kinematic_relabel,latent_memory,7,0.7091,0.1225,0
encoder_equivariance,kinematic_relabel,latent_memory,8,0.6926,0.1475,0
encoder_equivariance,kinematic_relabel,latent_memory,9,0.7078,0.1240,0
encoder_equivariance,kinematic_relabel,latent_memory,10,0.7250,0.0987,1
encoder_equivariance,kinematic_relabel,latent_memory,11,0.6808,0.1448,0
encoder_equivariance,kinematic_relabel,latent_memory,12,0.6824,0.1521,0
encoder_equivariance,kinematic_relabel,latent_memory,13,0.6901,0.1287,0
encoder_equivariance,kinematic_relabel,latent_memory,14,0.6795,0.1467,0
encoder_equivariance,kinematic_relabel,latent_memory,15,0.6926,0.1382,0
encoder_equivariance,kinematic_relabel,latent_memory,16,0.7057,0.1088,1
encoder_equivariance,kinematic_relabel,latent_memory,17,0.6765,0.1709,0
encoder_equivariance,kinematic_relabel,latent_memory,18,0.6535,0.1606,0
encoder_equivariance,kinematic_relabel,latent_memory,19,0.6710,0.1601,0
encoder_equivariance,kinematic_relabel,latent_memory,20,0.7161,0.1064,1
encoder_equivariance,kinematic_relabel,latent_memory,21,0.6944,0.1363,0
encoder_equivariance,kinematic_relabel,latent_memory,22,0.6831,0.1505,0
encoder_equivariance,kinematic_relabel,latent_memory,23,0.7037,0.1269,0
encoder_equivariance,kinematic_relabel,latent_memory,24,0.7155,0.1138,1
encoder_equivariance,kinematic_relabel,latent_memory,25,0.7482,0.0644,1
encoder_equivariance,kinematic_relabel,latent_memory,26,0.7044,0.1258,0
encoder_equivariance,kinematic_relabel,latent_memory,27,0.6982,0.1236,0
encoder_equivariance,kinematic_relabel,latent_memory,28,0.6927,0.1477,0
encoder_equivariance,kinematic_relabel,latent_memory,29,0.6964,0.1406,0
encoder_equivariance,kinematic_relabel,latent_memory,30,0.7148,0.1202,0
encoder_equivariance,kinematic_relabel,latent_memory,31,0.6849,0.1584,0
encoder_equivariance,kinematic_relabel,latent_memory,32,0.7034,0.1362,0
encoder_equivariance,kinematic_relabel,latent_memory,33,0.6810,0.1525,0
encoder_equivariance,kinematic_relabel,latent_memory,34,0.6768,0.1607,0
encoder_equivariance,kinematic_relabel,latent_memory,35,0.6830,0.1512,0
encoder_equivariance,kinematic_relabel,latent_memory,36,0.7195,0.1001,1
encoder_equivariance,kinematic_relabel,latent_memory,37,0.6665,0.1726,0
encoder_equivariance,kinematic_relabel,latent_memory,38,0.6802,0.1587,0
encoder_equivariance,kinematic_relabel,latent_memory,39,0.7303,0.0948,1
encoder_equivariance,kinematic_relabel,action,0,0.5709,0.1709,0
encoder_equivariance,kinematic_relabel,action,1,0.5752,0.1374,0
encoder_equivariance,kinematic_relabel,action,2,0.5786,0.1497,0
encoder_equivariance,kinematic_relabel,action,3,0.6019,0.1355,0
encoder_equivariance,kinematic_relabel,action,4,0.6112,0.1123,1
encoder_equivariance,kinematic_relabel,action,5,0.6105,0.1175,1
encoder_equivariance,kinematic_relabel,action,6,0.5680,0.1830,0
encoder_equivariance,kinematic_relabel,action,7,0.6016,0.1259,0
encoder_equivariance,kinematic_relabel,action,8,0.5817,0.1565,0
encoder_equivariance,kinematic_relabel,action,9,0.5973,0.1382,0
encoder_equivariance,kinematic_relabel,action,10,0.6350,0.1036,1
encoder_equivariance,kinematic_relabel,action,11,0.5862,0.1453,0
encoder_equivariance,kinematic_relabel,action,12,0.6290,0.1042,1
encoder_equivariance,kinematic_relabel,action,13,0.5982,0.1272,0
encoder_equivariance,kinematic_relabel,action,14,0.6105,0.1219,0
encoder_equivariance,kinematic_relabel,action,15,0.5904,0.1371,0
encoder_equivariance,kinematic_relabel,action,16,0.5780,0.1548,0
encoder_equivariance,kinematic_relabel,action,17,0.5873,0.1608,0
encoder_equivariance,kinematic_relabel,action,18,0.6193,0.1175,1
encoder_equivariance,kinematic_relabel,action,19,0.5660,0.1587,0
encoder_equivariance,kinematic_relabel,action,20,0.6103,0.1148,1
encoder_equivariance,kinematic_relabel,action,21,0.5507,0.1771,0
encoder_equivariance,kinematic_relabel,action,22,0.5951,0.1523,0
encoder_equivariance,kinematic_relabel,action,23,0.5550,0.1858,0
encoder_equivariance,kinematic_relabel,action,24,0.6143,0.1026,1
encoder_equivariance,kinematic_relabel,action,25,0.6254,0.0887,1
encoder_equivariance,kinematic_relabel,action,26,0.5809,0.1682,0
encoder_equivariance,kinematic_relabel,action,27,0.5788,0.1276,0
encoder_equivariance,kinematic_relabel,action,28,0.5839,0.1513,0
encoder_equivariance,kinematic_relabel,action,29,0.6190,0.1141,1
encoder_equivariance,kinematic_relabel,action,30,0.5608,0.1668,0
encoder_equivariance,kinematic_relabel,action,31,0.5489,0.1675,0
encoder_equivariance,kinematic_relabel,action,32,0.5571,0.1707,0
encoder_equivariance,kinematic_relabel,action,33,0.5721,0.1779,0
encoder_equivariance,kinematic_relabel,action,34,0.5957,0.1318,0
encoder_equivariance,kinematic_relabel,action,35,0.6288,0.0872,1
encoder_equivariance,kinematic_relabel,action,36,0.6075,0.1106,1
encoder_equivariance,kinematic_relabel,action,37,0.6077,0.1139,1
encoder_equivariance,kinematic_relabel,action,38,0.5927,0.1298,0
encoder_equivariance,kinematic_relabel,action,39,0.5577,0.1603,0
encoder_equivariance,kinematic_relabel,closed_loop,0,0.5510,0.1271,0
encoder_equivariance,kinematic_relabel,closed_loop,1,0.5336,0.1400,0
encoder_equivariance,kinematic_relabel,closed_loop,2,0.5306,0.1411,0
encoder_equivariance,kinematic_relabel,closed_loop,3,0.5274,0.1389,0
encoder_equivariance,kinematic_relabel,closed_loop,4,0.4975,0.1615,0
encoder_equivariance,kinematic_relabel,closed_loop,5,0.5302,0.1366,0
encoder_equivariance,kinematic_relabel,closed_loop,6,0.5246,0.1481,0
encoder_equivariance,kinematic_relabel,closed_loop,7,0.4835,0.1899,0
encoder_equivariance,kinematic_relabel,closed_loop,8,0.5399,0.1404,0
encoder_equivariance,kinematic_relabel,closed_loop,9,0.5421,0.1394,0
encoder_equivariance,kinematic_relabel,closed_loop,10,0.5265,0.1456,0
encoder_equivariance,kinematic_relabel,closed_loop,11,0.5081,0.1613,0
encoder_equivariance,kinematic_relabel,closed_loop,12,0.4985,0.1672,0
encoder_equivariance,kinematic_relabel,closed_loop,13,0.4980,0.1693,0
encoder_equivariance,kinematic_relabel,closed_loop,14,0.5404,0.1428,0
encoder_equivariance,kinematic_relabel,closed_loop,15,0.5609,0.1066,1
encoder_equivariance,kinematic_relabel,closed_loop,16,0.5454,0.1181,1
encoder_equivariance,kinematic_relabel,closed_loop,17,0.5303,0.1279,0
encoder_equivariance,kinematic_relabel,closed_loop,18,0.5166,0.1487,0
encoder_equivariance,kinematic_relabel,closed_loop,19,0.5146,0.1629,0
encoder_equivariance,kinematic_relabel,closed_loop,20,0.5722,0.1141,1
encoder_equivariance,kinematic_relabel,closed_loop,21,0.5566,0.0979,1
encoder_equivariance,kinematic_relabel,closed_loop,22,0.5465,0.1338,0
encoder_equivariance,kinematic_relabel,closed_loop,23,0.5628,0.1014,1
encoder_equivariance,kinematic_relabel,closed_loop,24,0.4923,0.2100,0
encoder_equivariance,kinematic_relabel,closed_loop,25,0.5336,0.1495,0
encoder_equivariance,kinematic_relabel,closed_loop,26,0.5455,0.1239,0
encoder_equivariance,kinematic_relabel,closed_loop,27,0.4974,0.1914,0
encoder_equivariance,kinematic_relabel,closed_loop,28,0.5364,0.1354,0
encoder_equivariance,kinematic_relabel,closed_loop,29,0.5634,0.0963,1
encoder_equivariance,kinematic_relabel,closed_loop,30,0.6050,0.0803,1
encoder_equivariance,kinematic_relabel,closed_loop,31,0.5317,0.1331,0
encoder_equivariance,kinematic_relabel,closed_loop,32,0.5600,0.1084,1
encoder_equivariance,kinematic_relabel,closed_loop,33,0.5761,0.0784,1
encoder_equivariance,kinematic_relabel,closed_loop,34,0.5349,0.1236,0
encoder_equivariance,kinematic_relabel,closed_loop,35,0.4525,0.2089,0
encoder_equivariance,kinematic_relabel,closed_loop,36,0.5390,0.1362,0
encoder_equivariance,kinematic_relabel,closed_loop,37,0.4991,0.1637,0
encoder_equivariance,kinematic_relabel,closed_loop,38,0.5247,0.1476,0
encoder_equivariance,kinematic_relabel,closed_loop,39,0.5358,0.1451,0
encoder_equivariance,latency_delay,perception,0,0.7543,0.1821,0
encoder_equivariance,latency_delay,perception,1,0.7152,0.2095,0
encoder_equivariance,latency_delay,perception,2,0.7442,0.1639,0
encoder_equivariance,latency_delay,perception,3,0.7209,0.2023,0
encoder_equivariance,latency_delay,perception,4,0.7939,0.1394,0
encoder_equivariance,latency_delay,perception,5,0.7421,0.1682,0
encoder_equivariance,latency_delay,perception,6,0.7797,0.1369,0
encoder_equivariance,latency_delay,perception,7,0.7466,0.1618,0
encoder_equivariance,latency_delay,perception,8,0.7613,0.1411,0
encoder_equivariance,latency_delay,perception,9,0.7240,0.1940,0
encoder_equivariance,latency_delay,perception,10,0.7948,0.1008,1
encoder_equivariance,latency_delay,perception,11,0.7544,0.1574,0
encoder_equivariance,latency_delay,perception,12,0.6969,0.2209,0
encoder_equivariance,latency_delay,perception,13,0.7763,0.1395,0
encoder_equivariance,latency_delay,perception,14,0.7751,0.1653,0
encoder_equivariance,latency_delay,perception,15,0.7427,0.1590,0
