paper_id,query_seed,title,year,venue,author0,doi,url,score,problem_claimed,mechanism,hidden_assumptions,fixed_variables,ignored_failures,less_novel,open_questions
605,sim to real robotics,Blind Bipedal Stair Traversal via Sim-to-Real Reinforcement Learning,2021,Robotics: Science and Systems XVII,Jonah Siekmann,10.15607/rss.2021.xvii.061,https://doi.org/10.15607/rss.2021.xvii.061,5,,,,,,,
606,robot manipulation learning,Coarse-to-Fine Imitation Learning: Robot Manipulation from a Single Demonstration,2021,2021 IEEE International Conference on Robotics and Automation (ICRA),Edward Johns,10.1109/icra48506.2021.9560942,https://doi.org/10.1109/icra48506.2021.9560942,5,,,,,,,
607,robot foundation model manipulation,Collaborative Industrial Robot Control: From Safe Motion to Multi-Robot Manipulation,2021,Manufacturing in the Era of 4th Industrial Revolution,John T. Wen,10.1142/9789811222849_0005,https://doi.org/10.1142/9789811222849_0005,5,,,,,,,
608,robot control learning,Dual-Loop Iterative Learning Control of Robot Manipulator for Human-Robot cooperation,2021,Journal of Physics: Conference Series,Jianyong Lai,10.1088/1742-6596/1846/1/012090,https://doi.org/10.1088/1742-6596/1846/1/012090,5,,,,,,,
609,robot manipulation learning,Dynamics Learning With Object-Centric Interaction Networks for Robot Manipulation,2021,IEEE Access,Jiayu Wang,10.1109/access.2021.3077117,https://doi.org/10.1109/access.2021.3077117,5,,,,,,,
610,embodied intelligence invariance,Embodied Intelligence in Soft Robotics Through Hardware Multifunctionality,2021,Frontiers in Robotics and AI,Matteo Cianchetti,10.3389/frobt.2021.724056,https://doi.org/10.3389/frobt.2021.724056,5,,,,,,,
611,embodied intelligence invariance,Embodied intelligence via learning and evolution,2021,Nature Communications,Agrim Gupta,10.1038/s41467-021-25874-z,https://doi.org/10.1038/s41467-021-25874-z,5,,,,,,,
612,robot manipulation learning,Gaze-Based Dual Resolution Deep Imitation Learning for High-Precision Dexterous Robot Manipulation,2021,IEEE Robotics and Automation Letters,Heecheol Kim,10.1109/lra.2021.3059619,https://doi.org/10.1109/lra.2021.3059619,5,,,,,,,
613,robot invariance,Gradient Eigen-decomposition Invariance Biogeography-based Optimization for Mobile Robot Path Planning,2021,,Jiaqian Wang,10.21203/rs.3.rs-885939/v1,https://doi.org/10.21203/rs.3.rs-885939/v1,5,,,,,,,
614,robot control learning,Human‐Robot Interaction Control Using Reinforcement Learning,2021,,Wen Yu,10.1002/9781119782773,https://doi.org/10.1002/9781119782773,5,,,,,,,
615,robot control learning,Impedance learning control for physical human-robot cooperative interaction,2021,Mathematics and Computers in Simulation,Brahim Brahmi,10.1016/j.matcom.2021.07.016,https://doi.org/10.1016/j.matcom.2021.07.016,5,,,,,,,
616,robot manipulation learning,Improving human robot collaboration through Force/Torque based learning for object manipulation,2021,Robotics and Computer-Integrated Manufacturing,A. Al-Yacoub,10.1016/j.rcim.2020.102111,https://doi.org/10.1016/j.rcim.2020.102111,5,,,,,,,
617,sim to real robotics,KOVIS: Keypoint-based Visual Servoing with Zero-Shot Sim-to-Real Transfer for Robotics Manipulation,2021,2020 IEEE/RSJ International Conference on Intelligent Robots and Systems (IROS),En Yen Puang,10.1109/iros45743.2020.9341370,https://doi.org/10.1109/iros45743.2020.9341370,5,,,,,,,
618,robot dynamics learning,LEARNING SOFT ROBOT AND SOFT ACTUATOR DYNAMICS USING DEEP NEURAL NETWORK,2021,International Journal of Engineering Applied Sciences and Technology,Hari Prakash Thanabalan,10.33564/ijeast.2021.v05i09.003,https://doi.org/10.33564/ijeast.2021.v05i09.003,5,,,,,,,
619,robot control learning,Learning User-Preferred Mappings for Intuitive Robot Control,2021,2020 IEEE/RSJ International Conference on Intelligent Robots and Systems (IROS),Mengxi Li,10.1109/iros45743.2020.9340909,https://doi.org/10.1109/iros45743.2020.9340909,5,,,,,,,
620,robot world model,Learning World Transition Model for Socially Aware Robot Navigation,2021,2021 IEEE International Conference on Robotics and Automation (ICRA),Yuxiang Cui,10.1109/icra48506.2021.9561973,https://doi.org/10.1109/icra48506.2021.9561973,5,,,,,,,
621,robot dynamics learning,Meta-Learning for Fast Adaptive Locomotion with Uncertainties in Environments and Robot Dynamics,2021,2021 IEEE/RSJ International Conference on Intelligent Robots and Systems (IROS),Timothee Anne,10.1109/iros51168.2021.9635840,https://doi.org/10.1109/iros51168.2021.9635840,5,,,,,,,
622,robot foundation model manipulation,Model Predictive Robot-Environment Interaction Control for Mobile Manipulation Tasks,2021,2021 IEEE International Conference on Robotics and Automation (ICRA),Maria Vittoria Minniti,10.1109/icra48506.2021.9562066,https://doi.org/10.1109/icra48506.2021.9562066,5,,,,,,,
623,robot foundation model manipulation,Model-Based Robot Control for Human-Robot Flexible Material Co-Manipulation,2021,2021 26th IEEE International Conference on Emerging Technologies and Factory Automation (ETFA ),Dionisis Andronas,10.1109/etfa45728.2021.9613235,https://doi.org/10.1109/etfa45728.2021.9613235,5,,,,,,,
624,robot planning learning,Multi-Robot Path Planning for Mobile Sensing through Deep Reinforcement Learning,2021,IEEE INFOCOM 2021 - IEEE Conference on Computer Communications,Yongyong Wei,10.1109/infocom42981.2021.9488669,https://doi.org/10.1109/infocom42981.2021.9488669,5,,,,,,,
625,robot control learning,Natural Residual Reinforcement Learning for Bicycle Robot Control,2021,2021 IEEE International Conference on Mechatronics and Automation (ICMA),Xianjin Zhu,10.1109/icma52036.2021.9512587,https://doi.org/10.1109/icma52036.2021.9512587,5,,,,,,,
626,robot planning learning,Optimal Robot Motion Planning in Constrained Workspaces Using Reinforcement Learning,2021,2020 IEEE/RSJ International Conference on Intelligent Robots and Systems (IROS),Panagiotis Rousseas,10.1109/iros45743.2020.9341148,https://doi.org/10.1109/iros45743.2020.9341148,5,,,,,,,
627,robot planning learning,Planning Multimodal Exploratory Actions for Online Robot Attribute Learning,2021,Robotics: Science and Systems XVII,Xiaohan Zhang,10.15607/rss.2021.xvii.005,https://doi.org/10.15607/rss.2021.xvii.005,5,,,,,,,
628,robot dynamics learning,Predicting Flying Robot Dynamics with Deep Learning,2021,Journal of Student Research,Brian Li,10.47611/jsrhs.v10i3.1839,https://doi.org/10.47611/jsrhs.v10i3.1839,5,,,,,,,
629,robot manipulation learning,Process Learning of Robot Fabric Manipulation Based on Composite Reward Functions,2021,Lecture Notes in Computer Science,Tianyu Fu,10.1007/978-3-030-89098-8_16,https://doi.org/10.1007/978-3-030-89098-8_16,5,,,,,,,
630,robot manipulation learning,ReForm: A Robot Learning Sandbox for Deformable Linear Object Manipulation,2021,2021 IEEE International Conference on Robotics and Automation (ICRA),Rita Laezza,10.1109/icra48506.2021.9561766,https://doi.org/10.1109/icra48506.2021.9561766,5,,,,,,,
631,robot planning learning,Real Time Path Planning of Robot using Deep Reinforcement Learning,2021,IFAC-PapersOnLine,Jeevan Raajan,10.1016/j.ifacol.2020.12.2494,https://doi.org/10.1016/j.ifacol.2020.12.2494,5,,,,,,,
632,robot control learning,Reinforcement Learning for Robot Position/Force Control,2021,Human‐Robot Interaction Control Using Reinforcement Learning,,10.1002/9781119782773.ch6,https://doi.org/10.1002/9781119782773.ch6,5,,,,,,,
633,robot control learning,Robot Arm Control Using Reward-Modulated Hebbian Learning,2021,Communications in Computer and Information Science,Koutaro Minato,10.1007/978-3-030-92310-5_7,https://doi.org/10.1007/978-3-030-92310-5_7,5,,,,,,,
634,robot dynamics learning,Robot Kinematics and Dynamics,2021,Human‐Robot Interaction Control Using Reinforcement Learning,,10.1002/9781119782773.app1,https://doi.org/10.1002/9781119782773.app1,5,,,,,,,
635,robot representation learning,Robot Learning,2021,Encyclopedia of Systems and Control,Jens Kober,10.1007/978-3-030-44184-5_100027,https://doi.org/10.1007/978-3-030-44184-5_100027,5,,,,,,,
636,robot control learning,Robot Learning Human Skills and Intelligent Control Design,2021,,Chenguang Yang,10.1201/9781003119173,https://doi.org/10.1201/9781003119173,5,,,,,,,
637,robot manipulation learning,Robot Manipulation Learning Using Generative Adversarial Imitation Learning,2021,Proceedings of the Thirtieth International Joint Conference on Artificial Intelligence,Mohamed Khalil Jabri,10.24963/ijcai.2021/678,https://doi.org/10.24963/ijcai.2021/678,5,,,,,,,
638,robot planning learning,Robot Path Planning Based on Q-learning Algorithm,2021,2021 International Conference on Electronic Information Engineering and Computer Science (EIECS),Zeli Yang,10.1109/eiecs53707.2021.9588004,https://doi.org/10.1109/eiecs53707.2021.9588004,5,,,,,,,
639,robot planning learning,Robot Path Planning Using Q- Learning Algorithm,2021,2021 3rd International Symposium on Robotics &amp; Intelligent Manufacturing Technology (ISRIMT),Conghao Jin,10.1109/isrimt53730.2021.9596694,https://doi.org/10.1109/isrimt53730.2021.9596694,5,,,,,,,
640,robot planning learning,Robot Path Planning via Deep Reinforcement Learning with Improved Reward Function,2021,Lecture Notes in Electrical Engineering,Meishan Guo,10.1007/978-981-16-6320-8_68,https://doi.org/10.1007/978-981-16-6320-8_68,5,,,,,,,
641,robot manipulation learning,Robot learning of tool manipulation based on visual teaching with mitate expression,2021,Advanced Robotics,Kotaro Nagahama,10.1080/01691864.2021.1914724,https://doi.org/10.1080/01691864.2021.1914724,5,,,,,,,
642,robot planning learning,Robot path planning based on deep reinforcement learning,2021,"2020 IEEE Conference on Telecommunications, Optics and Computer Science (TOCS)",Yinxin Long,10.1109/tocs50858.2020.9339752,https://doi.org/10.1109/tocs50858.2020.9339752,5,,,,,,,
643,robot control learning,Robot ℋ2 Neural Control Using Reinforcement Learning,2021,Human‐Robot Interaction Control Using Reinforcement Learning,,10.1002/9781119782773.ch10,https://doi.org/10.1002/9781119782773.ch10,5,,,,,,,
644,robot manipulation learning,Self-learning Visual Servoing for Robot Manipulation in Unstructured Environments,2021,Lecture Notes in Computer Science,Xungao Zhong,10.1007/978-3-030-89098-8_5,https://doi.org/10.1007/978-3-030-89098-8_5,5,,,,,,,
645,sim to real robotics,Sim-to-Real Transfer in Deep Reinforcement Learning for Robotics: a Survey,2021,2020 IEEE Symposium Series on Computational Intelligence (SSCI),Wenshuai Zhao,10.1109/ssci47803.2020.9308468,https://doi.org/10.1109/ssci47803.2020.9308468,5,,,,,,,
646,sim to real robotics,Sim-to-Real with Domain Randomization for Tumbling Robot Control,2021,2020 IEEE/RSJ International Conference on Intelligent Robots and Systems (IROS),Andrew Schwartzwald,10.1109/iros45743.2020.9341057,https://doi.org/10.1109/iros45743.2020.9341057,5,,,,,,,
647,robot tactile perception,Tactile Perception for Surgical Status Recognition in Robot-Assisted Laminectomy,2021,IEEE Transactions on Industrial Electronics,Qian Li,10.1109/tie.2021.3118387,https://doi.org/10.1109/tie.2021.3118387,5,,,,,,,
648,robot state estimation learning,Toward Force Estimation in Robot-Assisted Surgery using Deep Learning with Vision and Robot State,2021,2021 IEEE International Conference on Robotics and Automation (ICRA),Zonghe Chua,10.1109/icra48506.2021.9560945,https://doi.org/10.1109/icra48506.2021.9560945,5,,,,,,,
649,robot foundation model manipulation,Toward next-generation learned robot manipulation,2021,Science Robotics,Jinda Cui,10.1126/scirobotics.abd9461,https://doi.org/10.1126/scirobotics.abd9461,5,,,,,,,
650,robot 3D perception,"Towards an Efficient Tomato Harvesting Robot: 3D Perception, Manipulation, and End-Effector",2021,IEEE Access,Jongpyo Jun,10.1109/access.2021.3052240,https://doi.org/10.1109/access.2021.3052240,5,,,,,,,
651,robot manipulation learning,Transformer-based deep imitation learning for dual-arm robot manipulation,2021,2021 IEEE/RSJ International Conference on Intelligent Robots and Systems (IROS),Heecheol Kim,10.1109/iros51168.2021.9636301,https://doi.org/10.1109/iros51168.2021.9636301,5,,,,,,,
652,robot foundation model manipulation,Vision-based Belt Manipulation by Humanoid Robot,2021,2020 IEEE/RSJ International Conference on Intelligent Robots and Systems (IROS),Yili Qin,10.1109/iros45743.2020.9341174,https://doi.org/10.1109/iros45743.2020.9341174,5,,,,,,,
653,robot 3D perception,3d Image Processing Robot,2022,International Journal for Research in Applied Science and Engineering Technology,Ridhiman Kumar,10.22214/ijraset.2022.43878,https://doi.org/10.22214/ijraset.2022.43878,5,,,,,,,
654,robot 3D perception,3d Image Processing Robot,2022,International Journal for Research in Applied Science and Engineering Technology,Ridhiman Kumar,10.22214/ijraset.2022.44069,https://doi.org/10.22214/ijraset.2022.44069,5,,,,,,,
655,robot manipulation learning,A Contact-Safe Reinforcement Learning Framework for Contact-Rich Robot Manipulation,2022,2022 IEEE/RSJ International Conference on Intelligent Robots and Systems (IROS),Xiang Zhu,10.1109/iros47612.2022.9981185,https://doi.org/10.1109/iros47612.2022.9981185,5,,,,,,,
656,robot state estimation learning,A Novel Contact State Estimation Method for Robot Manipulation Skill Learning via Environment Dynamics and Constraints Modeling,2022,IEEE Transactions on Automation Science and Engineering,Xing Liu,10.1109/tase.2021.3139096,https://doi.org/10.1109/tase.2021.3139096,5,,,,,,,
657,robot planning learning,A simple implement of Q-learning in robot path planning,2022,Journal of Physics: Conference Series,Haoran Gao,10.1088/1742-6596/2294/1/012034,https://doi.org/10.1088/1742-6596/2294/1/012034,5,,,,,,,
658,robot manipulation learning,Bayesian Disturbance Injection: Robust imitation learning of flexible policies for robot manipulation,2022,Neural Networks,Hanbit Oh,10.1016/j.neunet.2022.11.008,https://doi.org/10.1016/j.neunet.2022.11.008,5,,,,,,,
659,sim to real robotics,Bidirectional Sim-to-Real Transfer for GelSight Tactile Sensors With CycleGAN,2022,IEEE Robotics and Automation Letters,Weihang Chen,10.1109/lra.2022.3167064,https://doi.org/10.1109/lra.2022.3167064,5,,,,,,,
660,embodied intelligence invariance,Bio-Inspired Robots Imitating Human Organs with Embodied Intelligence Behaviour,2022,IOP Conference Series: Materials Science and Engineering,Ryman Hashem,10.1088/1757-899x/1261/1/012007,https://doi.org/10.1088/1757-899x/1261/1/012007,5,,,,,,,
661,sim to real robotics,Cloud-Edge Training Architecture for Sim-to-Real Deep Reinforcement Learning,2022,2022 IEEE/RSJ International Conference on Intelligent Robots and Systems (IROS),Hongpeng Cao,10.1109/iros47612.2022.9981565,https://doi.org/10.1109/iros47612.2022.9981565,5,,,,,,,
662,robot control learning,Deep Learning Control for Autonomous Robot,2022,"Computers, Materials &amp; Continua",Rihem Farkh,10.32604/cmc.2022.020259,https://doi.org/10.32604/cmc.2022.020259,5,,,,,,,
663,robot 3D perception,Deep Learning for Robot Perception and Cognition,2022,,,10.1016/c2020-0-02902-6,https://doi.org/10.1016/c2020-0-02902-6,5,,,,,,,
664,robot manipulation learning,Discovering Synergies for Robot Manipulation with Multi-Task Reinforcement Learning,2022,2022 International Conference on Robotics and Automation (ICRA),Zhanpeng He,10.1109/icra46639.2022.9812170,https://doi.org/10.1109/icra46639.2022.9812170,5,,,,,,,
665,robot 3D perception,Distributed multi-robot planning using shared perception,2022,,,10.14264/897c9ca,https://doi.org/10.14264/897c9ca,5,,,,,,,
666,robot state estimation learning,EMG-Based Grasping Force Estimation for Robot Skill Transfer Learning,2022,Nelineinaya Dinamika,,10.20537/nd221221,https://doi.org/10.20537/nd221221,5,,,,,,,
667,embodied intelligence invariance,Embodied Intelligence in Plants,2022,IOP Conference Series: Materials Science and Engineering,Barbara Mazzolai,10.1088/1757-899x/1261/1/012003,https://doi.org/10.1088/1757-899x/1261/1/012003,5,,,,,,,
668,embodied intelligence invariance,Embodied Intelligence in soft robotics: joys and sorrows,2022,IOP Conference Series: Materials Science and Engineering,Cecilia Laschi,10.1088/1757-899x/1261/1/012002,https://doi.org/10.1088/1757-899x/1261/1/012002,5,,,,,,,
669,robot representation learning,Exploratory State Representation Learning,2022,Frontiers in Robotics and AI,Astrid Merckling,10.3389/frobt.2022.762051,https://doi.org/10.3389/frobt.2022.762051,5,,,,,,,
670,robot invariance,Gradient eigendecomposition invariance biogeography-based optimization for mobile robot path planning,2022,Soft Computing,Xiaodong Na,10.1007/s00500-022-07075-y,https://doi.org/10.1007/s00500-022-07075-y,5,,,,,,,
671,robot planning learning,Improved reinforcement learning algorithm for mobile robot path planning,2022,ITM Web of Conferences,Teng Luo,10.1051/itmconf/20224702030,https://doi.org/10.1051/itmconf/20224702030,5,,,,,,,
672,robot foundation model manipulation,Impulse Control of the Inertial Manipulation Robot,2022,2022 16th International Conference on Stability and Oscillations of Nonlinear Control Systems (Pyatnitskiy's Conference),Yurii Dolgii,10.1109/stab54858.2022.9807496,https://doi.org/10.1109/stab54858.2022.9807496,5,,,,,,,
673,robot planning learning,Intelligent Path Planning of Underwater Robot Based on Reinforcement Learning,2022,IEEE Transactions on Automation Science and Engineering,Jiachen Yang,10.1109/tase.2022.3190901,https://doi.org/10.1109/tase.2022.3190901,5,,,,,,,
674,robot control learning,Interaction Task Motion Learning for Human–Robot Interaction Control,2022,IEEE Transactions on Human-Machine Systems,Shangke Lyu,10.1109/thms.2022.3184051,https://doi.org/10.1109/thms.2022.3184051,5,,,,,,,
675,robot control learning,Learning Ergonomic Control in Human–Robot Symbiotic Walking,2022,IEEE Transactions on Robotics,Geoffrey Clark,10.1109/tro.2022.3192779,https://doi.org/10.1109/tro.2022.3192779,5,,,,,,,
676,robot manipulation learning,Learning Latent Object-Centric Representations for Visual-Based Robot Manipulation,2022,2022 International Conference on Advanced Robotics and Mechatronics (ICARM),Yunan Wang,10.1109/icarm54641.2022.9959551,https://doi.org/10.1109/icarm54641.2022.9959551,5,,,,,,,
677,robot planning learning,Learning to Ground Objects for Robot Task and Motion Planning,2022,IEEE Robotics and Automation Letters,Yan Ding,10.1109/lra.2022.3157566,https://doi.org/10.1109/lra.2022.3157566,5,,,,,,,
678,robot manipulation learning,Memory-based gaze prediction in deep imitation learning for robot manipulation,2022,2022 International Conference on Robotics and Automation (ICRA),Heecheol Kim,10.1109/icra46639.2022.9812087,https://doi.org/10.1109/icra46639.2022.9812087,5,,,,,,,
679,robot representation learning,Mobile Robot Navigation Using Learning-Based Method Based on Predictive State Representation in a Dynamic Environment,2022,2022 IEEE/SICE International Symposium on System Integration (SII),Kohei Matsumoto,10.1109/sii52469.2022.9708775,https://doi.org/10.1109/sii52469.2022.9708775,5,,,,,,,
680,robot foundation model manipulation,Model Predictive Control based Cooperative Robot Manipulation and Collision Avoidance in Shared Workspaces,2022,2021 European Control Conference (ECC),Argtim Tika,10.23919/ecc54610.2021.9654910,https://doi.org/10.23919/ecc54610.2021.9654910,5,,,,,,,
681,robot planning learning,Motion Planning for Human-Robot Collaboration based on Reinforcement Learning,2022,2022 IEEE 18th International Conference on Automation Science and Engineering (CASE),Tian Yu,10.1109/case49997.2022.9926471,https://doi.org/10.1109/case49997.2022.9926471,5,,,,,,,
682,robot planning learning,Multi-Robot Coverage Path Planning based on Deep Reinforcement Learning,2022,2021 IEEE 24th International Conference on Computational Science and Engineering (CSE),Xiaolin Zhou,10.1109/cse53436.2021.00015,https://doi.org/10.1109/cse53436.2021.00015,5,,,,,,,
683,robot foundation model manipulation,On deformable object handling: Model-based motion planning for human-robot co-manipulation,2022,CIRP Annals,Sotiris Makris,10.1016/j.cirp.2022.04.048,https://doi.org/10.1016/j.cirp.2022.04.048,5,,,,,,,
684,embodied intelligence invariance,On the Timescales of Embodied Intelligence for Autonomous Adaptive Systems,2022,"Annual Review of Control, Robotics, and Autonomous Systems",Fumiya Iida,10.1146/annurev-control-063022-094301,https://doi.org/10.1146/annurev-control-063022-094301,5,,,,,,,
685,robot planning learning,Path Planning Algorithm For Mobile Robot based on Deep Learning,2022,2021 9th RSI International Conference on Robotics and Mechatronics (ICRoM),Afshin Shirbandi,10.1109/icrom54204.2021.9663444,https://doi.org/10.1109/icrom54204.2021.9663444,5,,,,,,,
686,robot planning learning,Path Planning Based on Deep Reinforcement Learning Towards Human-Robot Collaboration,2022,2022 International Electronics Symposium (IES),Rokhmat Febrianto,10.1109/ies55876.2022.9888708,https://doi.org/10.1109/ies55876.2022.9888708,5,,,,,,,
687,robot planning learning,Path Planning Method of Mobile Robot Based on Q-learning,2022,Journal of Physics: Conference Series,Qi Jiang,10.1088/1742-6596/2181/1/012030,https://doi.org/10.1088/1742-6596/2181/1/012030,5,,,,,,,
688,robot planning learning,Path Planning Method of Mobile Robot Using Improved Deep Reinforcement Learning,2022,Journal of Electrical and Computer Engineering,Wei Wang,10.1155/2022/5433988,https://doi.org/10.1155/2022/5433988,5,,,,,,,
689,robot planning learning,Path Planning of Cleaning Robot with Reinforcement Learning,2022,2022 IEEE International Symposium on Robotic and Sensors Environments (ROSE),Woohyeon Moon,10.1109/rose56499.2022.9977430,https://doi.org/10.1109/rose56499.2022.9977430,5,,,,,,,
690,robot invariance,Person following control for a mobile robot based on color invariance corresponding to varying illumination,2022,IAES International Journal of Robotics and Automation (IJRA),Shinsuke Oh-hara,10.11591/ijra.v11i1.pp33-42,https://doi.org/10.11591/ijra.v11i1.pp33-42,5,,,,,,,
691,robot invariance,Position-pose Control of a Pneumatic 3-UPU Robot Based on Immersion and Invariance,2022,"International Journal of Control, Automation and Systems",Yu Liu,10.1007/s12555-020-0500-z,https://doi.org/10.1007/s12555-020-0500-z,5,,,,,,,
692,robot planning learning,Q-Learning Based Robot Path Planning with Improved Dynamic Window Approach,2022,Lecture Notes in Electrical Engineering,Xiuxia Yang,10.1007/978-981-16-9492-9_234,https://doi.org/10.1007/978-981-16-9492-9_234,5,,,,,,,
693,robot manipulation learning,Robot Learning of Mobile Manipulation With Reachability Behavior Priors,2022,IEEE Robotics and Automation Letters,Snehal Jauhri,10.1109/lra.2022.3188109,https://doi.org/10.1109/lra.2022.3188109,5,,,,,,,
694,robot manipulation learning,Robot learning by Single Shot Imitation for Manipulation Tasks,2022,2022 International Joint Conference on Neural Networks (IJCNN),Mohit Vohra,10.1109/ijcnn55064.2022.9892529,https://doi.org/10.1109/ijcnn55064.2022.9892529,5,,,,,,,
695,robot control learning,Self-supervised Attention Learning for Robot Control,2022,2021 IEEE International Conference on Robotics and Biomimetics (ROBIO),Lin Cong,10.1109/robio54168.2021.9739240,https://doi.org/10.1109/robio54168.2021.9739240,5,,,,,,,
696,sim to real robotics,Sim-to-Real Learning of Footstep-Constrained Bipedal Dynamic Walking,2022,2022 International Conference on Robotics and Automation (ICRA),Helei Duan,10.1109/icra46639.2022.9812015,https://doi.org/10.1109/icra46639.2022.9812015,5,,,,,,,
697,robot manipulation learning,Skill learning framework for human–robot interaction and manipulation tasks,2022,Robotics and Computer-Integrated Manufacturing,Gbenga Abiodun Odesanmi,10.1016/j.rcim.2022.102444,https://doi.org/10.1016/j.rcim.2022.102444,5,,,,,,,
698,robot tactile perception,Soft Robot Skin With Conformal Adaptability for On-Body Tactile Perception of Collaborative Robots,2022,IEEE Robotics and Automation Letters,Zhiqiu Ye,10.1109/lra.2022.3155225,https://doi.org/10.1109/lra.2022.3155225,5,,,,,,,
699,robot control learning,Spatial Repetitive Impedance Learning Control for Robot-Assisted Rehabilitation,2022,IEEE/ASME Transactions on Mechatronics,Jiantao Yang,10.1109/tmech.2022.3221931,https://doi.org/10.1109/tmech.2022.3221931,5,,,,,,,
700,robot control learning,Stability Control of Transport Robot Based on Iterative Learning Control,2022,Journal of Physics: Conference Series,Tingrui Liu,10.1088/1742-6596/2173/1/012061,https://doi.org/10.1088/1742-6596/2173/1/012061,5,,,,,,,
701,robot manipulation learning,Use of Action Label in Deep Predictive Learning for Robot Manipulation,2022,2022 IEEE/RSJ International Conference on Intelligent Robots and Systems (IROS),Kei Kase,10.1109/iros47612.2022.9982091,https://doi.org/10.1109/iros47612.2022.9982091,5,,,,,,,
702,robot manipulation learning,Using human gaze in few-shot imitation learning for robot manipulation,2022,2022 IEEE/RSJ International Conference on Intelligent Robots and Systems (IROS),Shogo Hamano,10.1109/iros47612.2022.9981706,https://doi.org/10.1109/iros47612.2022.9981706,5,,,,,,,
703,robot 3D perception,3D Perception for Autonomous Driving,2023,"International Conference of Control, Dynamic Systems, and Robotics",Henry Leung,10.11159/cdsr23.003,https://doi.org/10.11159/cdsr23.003,5,,,,,,,
704,robot manipulation learning,6-DOF UR3 Robot Manipulation Based on Deep Learning,2023,2023 16th International Conference on Advanced Computer Theory and Engineering (ICACTE),Jianzhong Zhang,10.1109/icacte59887.2023.10335347,https://doi.org/10.1109/icacte59887.2023.10335347,5,,,,,,,
705,robot foundation model manipulation,A Compensation-Based Model Predictive Control of Quadruped Robot for Loco-Manipulation,2023,2023 IEEE International Conference on Unmanned Systems (ICUS),Hua Wang,10.1109/icus58632.2023.10318262,https://doi.org/10.1109/icus58632.2023.10318262,5,,,,,,,
706,robot planning learning,A Machine Learning Approach for Adaptive Robot Task Planning,2023,Korea Journal on Machine Learning and Applications in Robotics,,10.59121/kjmlar2209330006,https://doi.org/10.59121/kjmlar2209330006,5,,,,,,,
707,sim to real robotics,"A Sim-to-real Practical Approach to Teach Robotics into K-12: A Case Study of Simulators, Educational and DIY Robotics in Competition-based Learning",2023,Journal of Intelligent &amp; Robotic Systems,Carlos Fernando Joventino,10.1007/s10846-022-01790-2,https://doi.org/10.1007/s10846-022-01790-2,5,,,,,,,
708,robot planning learning,A deep learning-based method of robot path planning,2023,"Third International Conference on Electronics, Electrical and Information Engineering (ICEEIE 2023)",Lanxiao Li,10.1117/12.3008733,https://doi.org/10.1117/12.3008733,5,,,,,,,
709,robot planning learning,A novel deep learning driven robot path planning strategy: Q-learning approach,2023,International Journal of Computer Applications in Technology,Junli Hu,10.1504/ijcat.2023.132100,https://doi.org/10.1504/ijcat.2023.132100,5,,,,,,,
710,robot planning learning,A novel deep learning driven robot path planning strategy: Q-learning approach,2023,International Journal of Computer Applications in Technology,Junli Hu,10.1504/ijcat.2023.10057374,https://doi.org/10.1504/ijcat.2023.10057374,5,,,,,,,
711,robot tactile perception,An Active Strategy for Safe Human–Robot Interaction Based on Visual–Tactile Perception,2023,IEEE Systems Journal,Caiyue Xu,10.1109/jsyst.2023.3317328,https://doi.org/10.1109/jsyst.2023.3317328,5,,,,,,,
712,robot control learning,Balance Control of a Humanoid Robot Using DeepReinforcement Learning,2023,"2023 28th International Computer Conference, Computer Society of Iran (CSICC)",Ehsan Kouchaki,10.1109/csicc58665.2023.10105418,https://doi.org/10.1109/csicc58665.2023.10105418,5,,,,,,,
713,robot control learning,BarrierNet: Differentiable Control Barrier Functions for Learning of Safe Robot Control,2023,IEEE Transactions on Robotics,Wei Xiao,10.1109/tro.2023.3249564,https://doi.org/10.1109/tro.2023.3249564,5,,,,,,,
714,sim to real robotics,Closing the Sim-to-Real Gap with Physics-Enhanced Neural ODEs,2023,"Proceedings of the 20th International Conference on Informatics in Control, Automation and Robotics",Tobias Kamp,10.5220/0012160100003543,https://doi.org/10.5220/0012160100003543,5,,,,,,,
715,robot control learning,Cloud-based Learning for Robot Control,2023,2023 IEEE International Conference on Industrial Technology (ICIT),Shane Harrigan,10.1109/icit58465.2023.10143103,https://doi.org/10.1109/icit58465.2023.10143103,5,,,,,,,
716,robot control learning,Competitive deep reinforcement learning for robot control,2023,Third International Conference on Machine Learning and Computer Application (ICMLCA 2022),Lin Jiang,10.1117/12.2675162,https://doi.org/10.1117/12.2675162,5,,,,,,,
717,robot dynamics learning,Composite Learning Exponential Tracking Robot Control With Uncertain Kinematics and Dynamics,2023,IEEE Control Systems Letters,Zekun Zhang,10.1109/lcsys.2023.3344675,https://doi.org/10.1109/lcsys.2023.3344675,5,,,,,,,
718,robot dynamics learning,Context-Conditional Navigation with a Learning-Based Terrain- and Robot-Aware Dynamics Model,2023,2023 European Conference on Mobile Robots (ECMR),Suresh Guttikonda,10.1109/ecmr59166.2023.10256414,https://doi.org/10.1109/ecmr59166.2023.10256414,5,,,,,,,
719,robot control learning,Decentralized Multi-Robot Formation Control Using Reinforcement Learning,2023,"2023 XXIX International Conference on Information, Communication and Automation Technologies (ICAT)",Juraj Obradović,10.1109/icat57854.2023.10171272,https://doi.org/10.1109/icat57854.2023.10171272,5,,,,,,,
